,District,Year,Disease,Number.Cases,Incidence.Rate,Prevalence,Number.Deaths,Mortality.Rates,population,prec_mean,CropRainfed.n.patches,Herbaceous.n.patches,TreeShrub.n.patches,MosCrop.n.patches,MosNatural.n.patches,BroadEvgClop.n.patches,Shrub.n.patches,FloodFresh.n.patches,FloodSalt.n.patches,Urban.n.patches,Water.n.patches,CropRainfed.total.area,Herbaceous.total.area,TreeShrub.total.area,MosCrop.total.area,MosNatural.total.area,BroadEvgClop.total.area,Shrub.total.area,FloodFresh.total.area,FloodSalt.total.area,Urban.total.area,Water.total.area,CropRainfed.patch.density,Herbaceous.patch.density,TreeShrub.patch.density,MosCrop.patch.density,MosNatural.patch.density,BroadEvgClop.patch.density,Shrub.patch.density,FloodFresh.patch.density,FloodSalt.patch.density,Urban.patch.density,Water.patch.density,SparseVeg.n.patches,SparseVeg.total.area,SparseVeg.patch.density,CropIrrigate.n.patches,MosTreeHerb.n.patches,ShrubEvg.n.patches,Grass.n.patches,CropIrrigate.total.area,MosTreeHerb.total.area,ShrubEvg.total.area,Grass.total.area,CropIrrigate.patch.density,MosTreeHerb.patch.density,ShrubEvg.patch.density,Grass.patch.density,MosHerbTree.n.patches,MosHerbTree.total.area,MosHerbTree.patch.density,SMR
155,Kota Belud,2006,malaria,7,0.8,8.13E-05,0,0,86135.2,9.940884609,52,34,1,93,145,38,6,20,23,19,49,8210.16615,2584.66296,19.01776766,17942.31676,14588.23922,85839.7104,104.5524345,703.1371511,2736.347713,456.1599603,883.6137349,0.000385512,0.000252066,7.41E-06,0.000689473,0.001074985,0.00028172,4.45E-05,0.000148274,0.000170515,0.00014086,0.000363271,5,161.5957902,3.71E-05,4,9,1,1,114.0660579,475.4088419,38.03177387,28.52369668,2.97E-05,6.67E-05,7.41E-06,7.41E-06,0,0,0,0.079562262
156,Kota Kinabalu,2006,malaria,61,1.2,0.000142992,0,0,426596.6,9.363062057,79,43,0,51,44,25,1,1,15,27,45,2196.512884,865.2864674,0,3432.761899,3128.37518,16242.50604,142.5875803,19.0151247,1730.572495,8501.1343,694.1047082,0.002135661,0.001162448,0,0.001378718,0.001189482,0.000675842,2.70E-05,2.70E-05,0.000405505,0.000729909,0.001216516,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.139991671
157,Kota Marudu,2006,malaria,33,4.5,0.000502817,0,0,65630.2,10.15480113,19,21,1,116,123,24,0,22,5,5,28,2688.630955,959.6025951,19.00852162,13045.45648,21947.89879,128701.9744,0,1159.015376,5908.38982,142.5059457,987.846607,0.000108225,0.000119617,5.70E-06,0.000660742,0.000700614,0.000136705,0,0.000125313,2.85E-05,2.85E-05,0.000159489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492266139
158,Kuala Penyu,2006,malaria,2,1.1,0.000107835,0,0,18546.8,9.558210932,12,1,1,37,75,23,1,42,30,5,81,475.9021049,19.03528339,19.03867109,5749.116625,7148.36338,17456.65353,47.59528693,2027.576432,11881.1575,66.62650287,1694.300899,0.000257381,2.14E-05,2.14E-05,0.000793592,0.001608633,0.000493314,2.14E-05,0.000900834,0.000643453,0.000107242,0.001737324,1,38.07087947,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105572488
159,Kudat,2006,malaria,108,13.9,0.00134025,0,0,80582,11.16583742,52,13,0,145,215,63,7,122,103,12,245,2447.914294,427.002113,0,7744.956407,12387.86966,77307.32245,151.7627479,3615.127277,20106.24847,835.3334731,5958.342885,0.000390469,9.76E-05,0,0.001088808,0.00161444,0.000473068,5.26E-05,0.000916101,0.000773429,9.01E-05,0.001839711,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,1.312125767
160,Kunak,2006,malaria,116,20.9,0.001978881,0,0,58619,8.678911517,20,1,119,135,123,37,0,9,21,3,37,1963.04306,28.58949523,6413.237881,15961.78481,8967.195991,71614.66373,0,276.3153883,4144.884244,114.3574549,1324.495656,0.000180491,9.02E-06,0.001073924,0.001218317,0.001110022,0.000333909,0,8.12E-05,0.000189516,2.71E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.937355565
161,Lahad Datu,2006,malaria,380,20.3,0.001994531,3,0.8,190521,12.09816915,61,23,368,390,400,108,0,48,50,12,126,4818.989512,1152.486402,28970.07985,55839.23533,25096.56017,517284.1426,0,1847.952542,14021.76091,761.9908079,2095.614217,9.36E-05,3.53E-05,0.000564513,0.000598262,0.000613602,0.000165672,0,7.36E-05,7.67E-05,1.84E-05,0.000193284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952677379
162,Nabawan,2006,malaria,333,123.9,0.011288365,0,0,29499.4,8.057379599,11,20,15,251,246,38,6,37,0,0,0,266.7348364,981.0906093,238.2931383,24288.55417,34842.4437,553576.2322,447.6471787,1019.721206,0,0,0,1.79E-05,3.25E-05,2.44E-05,0.000407692,0.000399571,6.17E-05,9.75E-06,6.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.05148915
163,Papar,2006,malaria,9,0.8,7.89E-05,0,0,114040.8,9.25769651,43,21,9,117,89,51,0,20,13,25,27,3958.036515,875.3291785,466.3192792,11237.98711,16425.16317,86982.51033,0,780.1830125,1607.879161,1236.77366,390.0908596,0.00034654,0.00016924,7.25E-05,0.00094291,0.000717256,0.000411012,0,0.000161181,0.000104768,0.000201476,0.000217595,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.077263078
164,Penampang,2006,malaria,25,1.5,0.000226868,0,0,110196.2,9.107954227,21,22,0,32,25,6,0,0,2,6,1,817.935676,875.0164662,0,2710.655282,1179.404877,37782.8339,0,0,38.04306608,2586.927974,57.06459675,0.000456047,0.000477764,0,0.000694929,0.000542913,0.000130299,0,0,4.34E-05,0.000130299,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222107458
165,Pitas,2006,malaria,35,9.7,0.000950508,1,2.9,36822.4,12.60439708,28,13,0,130,195,56,3,147,63,4,105,750.0637066,930.5026272,0,9961.157713,16324.62826,96478.70602,123.3824325,7300.822409,22187.85328,132.9537487,3683.655438,0.000177357,8.23E-05,0,0.000823443,0.001235164,0.000354714,1.90E-05,0.000931124,0.000399053,2.53E-05,0.000665089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930562835
166,Putatan,2006,malaria,0,0,0,0,0,53670.8,9.107954227,10,5,0,6,4,2,0,0,0,2,3,275.8303427,209.2508013,0,523.1343751,104.6277322,294.8669146,0,0,0,1179.405869,66.58057841,0.003768328,0.001884164,0,0.002260997,0.001507331,0.000753666,0,0,0,0.000753666,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Ranau,2006,malaria,132,14.8,0.001512679,0,0,87262.4,9.761985017,39,26,5,227,162,45,2,10,1,10,0,1578.671422,2367.926273,180.6703401,20827.38624,49091.66437,286640.9303,104.5935155,760.8504129,9.512870671,1093.542182,0,0.000107391,7.16E-05,1.38E-05,0.000625069,0.000446085,0.000123912,5.51E-06,2.75E-05,2.75E-06,2.75E-05,0,5,171.1568359,1.38E-05,1,5,0,1,19.01762233,190.1659261,0,9.507980083,2.75E-06,1.38E-05,0,2.75E-06,3,114.0991437,8.26E-06,1.480936812
168,Sandakan,2006,malaria,39,0.9,9.92E-05,0,0,393000,15.013413,69,21,192,194,197,117,1,80,54,23,227,2482.895539,2140.107407,15002.73849,29832.2681,10996.86801,99593.24887,57.0441847,3139.023534,55963.49174,2320.914087,4813.022332,0.000304785,9.28E-05,0.000848097,0.000856931,0.000870183,0.000516809,4.42E-06,0.000353374,0.000238527,0.000101595,0.001002698,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.097154251
169,Semporna,2006,malaria,127,10.5,0.000986665,1,0.8,128716.4,8.502262349,39,14,95,130,146,93,0,31,90,5,220,3021.781187,600.5639019,5843.374871,18617.40486,8712.930413,54495.96743,0,743.4602605,17243.31158,171.5875466,7787.472089,0.00033263,0.000119406,0.000810253,0.001108767,0.00124523,0.000793195,0,0.000264398,0.000767608,4.26E-05,0.001876374,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965960988
170,Sipitang,2006,malaria,22,6.6,0.00065244,0,0,33719.6,7.90437588,14,11,9,119,141,23,0,87,33,6,17,857.4252135,257.2808455,324.0219204,12194.33284,13165.86071,243455.1045,0,4325.489904,3876.53566,200.032642,409.5405149,5.01E-05,3.94E-05,3.22E-05,0.000426176,0.000504964,8.24E-05,0,0.000311574,0.000118183,2.15E-05,6.09E-05,3,114.3224681,1.07E-05,1,0,0,0,28.57453324,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,0.638748683
171,Tambunan,2006,malaria,34,9.7,0.001015053,0,0,33495.8,9.245943516,12,9,2,91,75,21,0,3,0,3,0,1351.102352,1008.558122,38.0525047,7859.586873,12789.53068,118648.389,0,66.6041619,0,66.60242833,0,8.46E-05,6.34E-05,1.41E-05,0.000641362,0.000528595,0.000148007,0,2.11E-05,0,2.11E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993752681
172,Tawau,2006,malaria,960,27.2,0.002549753,2,0.2,376507,8.526185558,114,83,219,488,463,266,0,51,39,23,236,4137.728118,3384.424919,16311.06127,100181.0972,105288.3754,316705.743,0,1954.368963,39130.09,2946.376216,6369.078058,0.00019112,0.000139149,0.000367151,0.000818127,0.000776214,0.000445946,0,8.55E-05,6.54E-05,3.86E-05,0.000395651,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,2.496249144
173,Tenom,2006,malaria,56,10.7,0.001050668,0,0,53299.4,8.448055163,12,15,22,121,120,54,0,14,2,6,0,342.8954591,752.3919165,1504.76724,15315.30032,36984.21291,175942.8556,0,381.0431367,38.0937266,238.0624788,0,5.18E-05,6.48E-05,9.50E-05,0.000522679,0.000518359,0.000233262,0,6.05E-05,8.64E-06,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028621169
174,Tongod,2006,malaria,0,0,0,0,0,31730.4,9.122553689,23,30,83,476,449,109,4,188,3,2,0,771.2432274,533.4177897,6377.87366,50597.8225,90990.93337,876622.231,447.6438634,9627.10161,85.6961263,19.04285133,0,2.22E-05,2.90E-05,8.01E-05,0.000459427,0.000433367,0.000105205,3.86E-06,0.000181454,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Tuaran,2006,malaria,14,1.4,0.000143958,0,0,97250.6,9.601414883,49,28,1,120,134,34,0,8,16,49,39,2975.452757,1768.168397,19.02277187,11332.6776,10990.8928,83987.9519,0,209.1105604,5142.507464,1578.119906,570.3467388,0.000412582,0.000235761,8.42E-06,0.001010404,0.001128284,0.000286281,0,6.74E-05,0.000134721,0.000412582,0.000328381,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.140937154
176,Beaufort,2007,malaria,30,4.06,0.000455159,0,0,65911,NA,36,16,11,180,175,128,1,65,41,13,30,2046.588982,1161.385796,485.4939801,32911.36759,41831.06865,70662.465,38.07865457,4931.382331,13282.45549,390.3364561,504.6613533,0.000213973,9.51E-05,6.54E-05,0.001069867,0.001040148,0.000760794,5.94E-06,0.000386341,0.000243692,7.73E-05,0.000178311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431590355
177,Beluran,2007,malaria,147,13.39,0.001487824,1,0.7,98802,NA,89,64,307,582,742,338,25,273,108,20,339,3764.354558,3584.128906,29109.28512,138689.7822,98534.69682,446518.5449,1435.139009,12274.17222,83904.08166,1311.328305,7205.141039,0.000107705,7.75E-05,0.000371522,0.000704319,0.000897946,0.000409037,3.03E-05,0.000330376,0.000130698,2.42E-05,0.000410247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.410782212
178,Keningau,2007,malaria,162,7.62,0.000947728,0,0,170935.2,NA,69,64,37,275,121,153,17,14,0,37,0,2418.442112,11034.5825,6161.786725,59873.51394,115965.795,116109.4224,2561.397035,438.080609,0,961.7240737,0,0.000218683,0.000202837,0.000117265,0.000871564,0.000383488,0.000484907,5.39E-05,4.44E-05,0,0.000117265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898652706
179,Kinabatangan,2007,malaria,219,12.85,0.001630378,2,0.9,134324.7,NA,176,25,549,395,486,229,0,171,78,19,211,14060.24625,1056.513926,42378.54907,78817.41037,36559.87151,491987.9121,0,16027.31372,73270.07665,561.5426386,7594.278269,0.000230876,3.28E-05,0.000720176,0.000518159,0.000637533,0.000300401,0,0.000224317,0.00010232,2.49E-05,0.000276789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545954159
180,Kota Belud,2007,malaria,12,1.41,0.000136524,0,0,87896.4,NA,52,34,1,92,146,38,6,20,23,19,49,8210.16615,2584.66296,19.01776766,17552.49118,14512.18654,86305.58867,104.5524345,703.1371511,2736.347713,456.1599603,883.6137349,0.000385512,0.000252066,7.41E-06,0.00068206,0.001082399,0.00028172,4.45E-05,0.000148274,0.000170515,0.00014086,0.000363271,5,161.5957902,3.71E-05,4,9,1,1,114.0660579,475.4088419,38.03177387,28.52369668,2.97E-05,6.67E-05,7.41E-06,7.41E-06,0,0,0,0.129454912
181,Kota Kinabalu,2007,malaria,53,1.02,0.000121647,0,0,435688.2,NA,80,43,0,50,44,25,1,1,15,26,44,2148.962528,855.7779489,0,3280.620491,3099.849917,16423.17271,142.5875803,19.0151247,1730.572495,8567.700514,684.597368,0.002162695,0.001162448,0,0.001351684,0.001189482,0.000675842,2.70E-05,2.70E-05,0.000405505,0.000702876,0.001189482,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.11534757
182,Kota Marudu,2007,malaria,86,11.45,0.001297234,0,0,66294.9,NA,21,21,1,111,124,26,0,22,5,5,28,2432.112107,959.6025951,19.00852162,12684.44017,21890.89253,129376.5158,0,1159.015376,6202.853475,142.5059457,693.3829512,0.000119617,0.000119617,5.70E-06,0.000632261,0.00070631,0.000148097,0,0.000125313,2.85E-05,2.85E-05,0.000159489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230061166
183,Kuala Penyu,2007,malaria,2,1.08,0.000106572,0,0,18766.6,NA,12,1,1,37,75,23,1,42,30,5,81,475.9021049,19.03528339,19.03867109,5749.116625,7148.36338,17456.65353,47.59528693,2027.576432,11881.1575,66.62650287,1694.300899,0.000257381,2.14E-05,2.14E-05,0.000793592,0.001608633,0.000493314,2.14E-05,0.000900834,0.000643453,0.000107242,0.001737324,1,38.07087947,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101053829
184,Kudat,2007,malaria,153,19.27,0.001870702,0,0,81787.5,NA,51,13,0,145,214,62,7,122,103,12,245,2438.42177,417.5091977,0,7725.964808,12340.40126,77373.78245,151.7627479,3615.127277,20106.24847,854.3189125,5958.342885,0.00038296,9.76E-05,0,0.001088808,0.001606931,0.000465559,5.26E-05,0.000916101,0.000773429,9.01E-05,0.001839711,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,1.773833587
185,Kunak,2007,malaria,72,12.69,0.001206495,1,1.4,59677,NA,20,1,119,133,123,37,0,10,21,3,37,1953.513254,28.58949523,6365.593623,15714.01995,9024.373743,71833.83894,0,295.3715491,4144.884244,123.8872605,1324.495656,0.000180491,9.02E-06,0.001073924,0.001200268,0.001110022,0.000333909,0,9.02E-05,0.000189516,2.71E-05,0.000333909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144020719
186,Lahad Datu,2007,malaria,359,18.58,0.001844753,1,0.3,194606,NA,57,23,369,385,407,108,0,48,49,12,125,4552.342118,1104.861584,29055.7919,53962.99801,25753.65069,518703.2761,0,1847.952542,14069.38905,809.6156256,2028.934786,8.74E-05,3.53E-05,0.000566047,0.000590592,0.00062434,0.000165672,0,7.36E-05,7.52E-05,1.84E-05,0.00019175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.749228718
187,Nabawan,2007,malaria,285,104.01,0.009436524,1,0.4,30201.8,NA,11,20,15,233,248,35,5,38,0,0,0,266.7348364,1038.239681,238.2931383,19647.28907,34689.98104,558217.5558,523.8394647,1038.78407,0,0,0,1.79E-05,3.25E-05,2.44E-05,0.000378455,0.000402819,5.68E-05,8.12E-06,6.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.947885315
188,Papar,2007,malaria,8,0.69,6.80E-05,0,0,117639.1,NA,45,22,9,112,95,43,0,20,13,27,27,3872.414592,827.7626435,466.3192792,10343.50305,16253.87548,88038.7657,0,780.1830125,1607.879161,1379.478483,390.0908596,0.000362658,0.000177299,7.25E-05,0.000902615,0.000765611,0.00034654,0,0.000161181,0.000104768,0.000217595,0.000217595,2,28.54764214,1.61E-05,3,0,0,0,95.14334352,0,0,0,2.42E-05,0,0,0,0,0,0,0.064483213
189,Penampang,2007,malaria,20,1.12,0.000175246,0,0,114125.4,NA,21,22,0,31,25,6,0,0,3,7,1,808.4246949,846.4838083,0,2548.961326,1131.848023,37982.57283,0,0,47.55495079,2624.971613,57.06459675,0.000456047,0.000477764,0,0.000673212,0.000542913,0.000130299,0,0,6.51E-05,0.000152016,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166171316
190,Pitas,2007,malaria,131,35.3,0.00351133,0,0,37307.8,NA,28,13,0,133,194,55,3,147,61,4,106,750.0637066,930.5026272,0,9704.749716,16286.67352,96811.03163,123.3824325,7300.822409,22263.77853,132.9537487,3569.767318,0.000177357,8.23E-05,0,0.000842445,0.00122883,0.00034838,1.90E-05,0.000931124,0.000386385,2.53E-05,0.000671423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.329507765
191,Putatan,2007,malaria,0,0,0,0,0,54219.1,NA,11,5,0,6,4,2,0,0,0,2,3,256.8072382,209.2508013,0,523.1343751,104.6277322,294.8669146,0,0,0,1198.428973,66.58057841,0.004145161,0.001884164,0,0.002260997,0.001507331,0.000753666,0,0,0,0.000753666,0.001130498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Ranau,2007,malaria,138,14.87,0.001543679,0,0,89396.8,NA,39,28,5,224,160,45,2,9,1,10,0,1578.671422,2396.446075,180.6703401,20903.39999,50261.20219,285366.8623,104.5935155,741.8273124,9.512870671,1112.561935,0,0.000107391,7.71E-05,1.38E-05,0.000616809,0.000440578,0.000123912,5.51E-06,2.48E-05,2.75E-06,2.75E-05,0,5,171.1568359,1.38E-05,1,5,0,1,19.01762233,190.1659261,0,9.507980083,2.75E-06,1.38E-05,0,2.75E-06,3,114.0991437,8.26E-06,1.463745219
193,Sandakan,2007,malaria,41,0.9,0.000103271,1,2.4,397014,NA,68,21,192,197,196,117,1,80,54,25,227,2406.760122,2054.501456,14822.00193,29166.37581,11034.93577,100449.4135,57.0441847,3139.023534,56001.55024,2482.613403,4727.402289,0.000300368,9.28E-05,0.000848097,0.000870183,0.000865766,0.000516809,4.42E-06,0.000353374,0.000238527,0.000110429,0.001002698,1,19.0150768,4.42E-06,2,0,0,0,28.53446722,0,0,0,8.83E-06,0,0,0,0,0,0,0.097923384
194,Semporna,2007,malaria,143,11.64,0.001091567,1,0.7,131004.3,NA,39,12,95,130,147,91,0,31,84,3,220,3021.781187,581.4989156,5833.840823,18522.06375,8741.521904,54572.25109,0,743.4602605,17510.17211,238.3153055,7472.948784,0.00033263,0.000102348,0.000810253,0.001108767,0.001253759,0.000776137,0,0.000264398,0.000716434,2.56E-05,0.001876374,1,9.531928847,8.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.035044121
195,Sipitang,2007,malaria,60,17.75,0.001752813,0,0,34230.7,NA,14,11,9,120,139,22,0,88,36,8,17,771.6717899,257.2808455,324.0219204,11003.34788,13080.10458,244750.9064,0,4354.077423,3905.115876,228.6064377,400.0164337,5.01E-05,3.94E-05,3.22E-05,0.000429757,0.000497802,7.88E-05,0,0.000315155,0.000128927,2.87E-05,6.09E-05,3,114.3224681,1.07E-05,1,0,0,0,19.04967603,0,0,0,3.58E-06,0,0,0,1,19.06345667,3.58E-06,1.662049088
196,Tambunan,2007,malaria,60,16.56,0.001754586,0,0,34196.1,NA,12,9,2,90,76,18,0,3,0,4,0,1351.102352,999.0440872,38.0525047,6793.763543,12703.88505,119799.8579,0,66.6041619,0,76.11646325,0,8.46E-05,6.34E-05,1.41E-05,0.000634314,0.000535643,0.000126863,0,2.11E-05,0,2.82E-05,0,2,57.08573296,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663730768
197,Tawau,2007,malaria,964,26.71,0.002500817,1,0.1,385474,NA,114,88,219,481,464,273,0,49,40,24,237,4147.255216,3632.228445,16215.72112,98932.26199,109672.4044,313675.4055,0,1620.77735,39111.00223,3060.796199,6340.49078,0.00019112,0.000147531,0.000367151,0.000806391,0.000777891,0.000457682,0,8.21E-05,6.71E-05,4.02E-05,0.000397328,0,0,0,3,0,1,0,66.7434038,0,9.534433577,0,5.03E-06,0,1.68E-06,0,0,0,0,2.37132085
198,Tenom,2007,malaria,38,7.07,0.000702094,0,0,54123.8,NA,12,15,23,119,120,50,0,14,2,6,0,295.2784362,752.3919165,1523.829217,14277.17011,36765.1777,177161.9125,0,381.0431367,104.7572571,238.0624788,0,5.18E-05,6.48E-05,9.94E-05,0.00051404,0.000518359,0.000215983,0,6.05E-05,8.64E-06,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66573853
199,Tongod,2007,malaria,0,0,0,0,0,32845.8,NA,23,31,85,470,451,113,4,188,3,2,0,771.2432274,561.9894895,6444.549975,50378.91959,94867.58063,872793.0481,542.8875503,9608.048461,85.6961263,19.04285133,0,2.22E-05,2.99E-05,8.20E-05,0.000453636,0.000435298,0.000109066,3.86E-06,0.000181454,2.90E-06,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Tuaran,2007,malaria,8,0.8,8.06E-05,0,0,99296.7,NA,50,29,1,115,134,32,0,8,16,50,38,2946.932421,1730.142063,19.02277187,10058.65151,10895.81586,85357.05492,0,209.1105604,5142.507464,1654.17342,560.8398958,0.000421002,0.000244181,8.42E-06,0.000968304,0.001128284,0.000269441,0,6.74E-05,0.000134721,0.000421002,0.000319961,1,142.5950654,8.42E-06,2,0,0,0,47.52642326,0,0,0,1.68E-05,0,0,0,0,0,0,0.076394756
201,Beaufort,2008,malaria,26,3.4,0.000393486,0,0,66076,8.974452811,36,16,11,182,174,126,1,65,41,13,30,2046.588982,1161.385796,485.4939801,32644.77852,41859.66395,70871.89167,38.07865457,4959.94942,13301.50037,390.3364561,485.6164728,0.000213973,9.51E-05,6.54E-05,0.001081754,0.001034204,0.000748907,5.94E-06,0.000386341,0.000243692,7.73E-05,0.000178311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293672149
202,Beluran,2008,malaria,158,17.7,0.001558001,0,0,101412,10.48891148,85,74,317,592,753,333,27,277,110,20,340,3707.3036,3964.471718,28557.64347,132240.5939,99713.72359,451760.464,1463.665199,12226.55284,84360.4433,1311.328305,7024.464732,0.000102864,8.96E-05,0.000383624,0.00071642,0.000911257,0.000402986,3.27E-05,0.000335217,0.000133119,2.42E-05,0.000411458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162788953
203,Keningau,2008,malaria,171,7.6,0.000987288,2,1.2,173201.8,6.480134853,69,64,37,263,123,151,17,14,0,37,0,2418.442112,11025.0623,6161.786725,58540.81769,115803.9562,117603.9575,2561.397035,438.080609,0,971.2442795,0,0.000218683,0.000202837,0.000117265,0.000833532,0.000389827,0.000478568,5.39E-05,4.44E-05,0,0.000117265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736846232
204,Kinabatangan,2008,malaria,602,33,0.004310505,3,0.5,139658.8,8.38572479,162,26,547,396,492,214,0,170,81,19,211,13222.5662,1066.03469,41855.02226,73286.61263,36531.39068,498822.7325,0,16065.38292,73308.15172,561.5426386,7594.278269,0.000212511,3.41E-05,0.000717552,0.000519471,0.000645404,0.000280724,0,0.000223005,0.000106255,2.49E-05,0.000276789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.217076165
205,Kota Belud,2008,malaria,42,4.8,0.000468449,0,0,89657.6,8.192688603,52,34,1,93,147,39,6,20,23,19,49,8210.16615,2584.66296,19.01776766,17238.80843,14455.17633,86676.28163,104.5524345,703.1371511,2736.347713,456.1599603,883.6137349,0.000385512,0.000252066,7.41E-06,0.000689473,0.001089813,0.000289134,4.45E-05,0.000148274,0.000170515,0.00014086,0.000363271,5,161.5957902,3.71E-05,4,9,1,1,114.0660579,475.4088419,38.03177387,28.52369668,2.97E-05,6.67E-05,7.41E-06,7.41E-06,0,0,0,0.349619252
206,Kota Kinabalu,2008,malaria,89,1 .6,0.000200099,0,0,444779.8,8.440710547,80,43,0,51,44,25,1,1,15,25,44,2139.452026,779.7072824,0,3176.025514,3099.849917,16518.25853,142.5875803,19.0151247,1730.572495,8662.790835,684.597368,0.002162695,0.001162448,0,0.001378718,0.001189482,0.000675842,2.70E-05,2.70E-05,0.000405505,0.000675842,0.001189482,0,0,0,3,1,0,0,28.52496244,9.508567528,0,0,8.11E-05,2.70E-05,0,0,0,0,0,0.149340675
207,Kota Marudu,2008,malaria,220,28.3,0.003285563,1,0.5,66959.6,8.09032377,21,21,1,110,124,25,0,22,5,5,28,2432.112107,959.6025951,19.00852162,12465.90858,21862.38918,129623.5507,0,1159.015376,6202.853475,142.5059457,693.3829512,0.000119617,0.000119617,5.70E-06,0.000626565,0.00070631,0.000142401,0,0.000125313,2.85E-05,2.85E-05,0.000159489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.452127162
208,Kuala Penyu,2008,malaria,6,3.2,0.000316016,0,0,18986.4,9.420668519,12,1,1,37,75,23,1,42,30,5,81,475.9021049,19.03528339,19.03867109,5749.116625,7148.36338,17456.65353,47.59528693,2027.576432,11881.1575,66.62650287,1694.300899,0.000257381,2.14E-05,2.14E-05,0.000793592,0.001608633,0.000493314,2.14E-05,0.000900834,0.000643453,0.000107242,0.001737324,1,38.07087947,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235853205
209,Kudat,2008,malaria,171,21.1,0.002060415,0,0,82993,8.681300254,51,14,0,145,214,62,7,122,103,13,245,2438.42177,408.0169485,0,7725.964808,12340.40126,77373.78245,151.7627479,3615.127277,20096.75566,873.3039651,5958.342885,0.00038296,0.000105126,0,0.001088808,0.001606931,0.000465559,5.26E-05,0.000916101,0.000773429,9.76E-05,0.001839711,12,1982.522464,9.01E-05,7,0,1,0,180.2608133,0,28.45347692,0,5.26E-05,0,7.51E-06,0,0,0,0,1.537757326
